chain_id,order_id,merchant_id,customer_id,customer_name,order_amount,currency,order_date,status
HCHAIN000055,HORD0055,MERCH001,CUST001,Aarav Sharma,9899,INR,2026-08-12,COMPLETED
HCHAIN000056,HORD0056,MERCH001,CUST001,Aarav Sharma,924,INR,2026-08-24,COMPLETED
HCHAIN000057,HORD0057,MERCH001,CUST004,Ananya Joshi,3544,INR,2026-08-09,COMPLETED
HCHAIN000058,HORD0058,MERCH001,CUST004,Ananya Joshi,3776,INR,2026-08-23,COMPLETED
HCHAIN000059,HORD0059,MERCH001,CUST005,Vikram Singh,3295,INR,2026-08-07,COMPLETED
HCHAIN000060,HORD0060,MERCH001,CUST005,Vikram Singh,9817,INR,2026-08-15,COMPLETED
HCHAIN000061,HORD0061,MERCH001,CUST004,Ananya Joshi,2708,INR,2026-08-28,COMPLETED
HCHAIN000062,HORD0062,MERCH001,CUST004,Ananya Joshi,2150,INR,2026-08-28,COMPLETED
HCHAIN000063,HORD0063,MERCH001,CUST001,Aarav Sharma,4441,INR,2026-08-29,COMPLETED
HCHAIN000064,HORD0064,MERCH001,CUST003,Rohan Verma,8694,INR,2026-08-13,COMPLETED
HCHAIN000065,HORD0065,MERCH001,CUST001,Aarav Sharma,5529,INR,2026-08-29,COMPLETED
HCHAIN000066,HORD0066,MERCH001,CUST004,Ananya Joshi,7474,INR,2026-08-06,COMPLETED
HCHAIN000067,HORD0067,MERCH001,CUST003,Rohan Verma,2626,INR,2026-08-01,COMPLETED
HCHAIN000068,HORD0068,MERCH001,CUST004,Ananya Joshi,1177,INR,2026-08-11,COMPLETED
HCHAIN000069,HORD0069,MERCH001,CUST004,Ananya Joshi,9645,INR,2026-08-13,COMPLETED
HCHAIN000070,HORD0070,MERCH001,CUST002,Ishita Patel,2658,INR,2026-08-05,COMPLETED
HCHAIN000071,HORD0071,MERCH001,CUST003,Rohan Verma,7542,INR,2026-08-22,COMPLETED
HCHAIN000072,HORD0072,MERCH001,CUST002,Ishita Patel,4119,INR,2026-08-12,COMPLETED
HCHAIN000073,HORD0073,MERCH001,CUST004,Ananya Joshi,2204,INR,2026-08-10,COMPLETED
HCHAIN000074,HORD0074,MERCH001,CUST005,Vikram Singh,4404,INR,2026-08-25,COMPLETED
HCHAIN000075,HORD0075,MERCH001,CUST002,Ishita Patel,5024,INR,2026-08-22,COMPLETED
HCHAIN000076,HORD0076,MERCH001,CUST003,Rohan Verma,1423,INR,2026-08-24,COMPLETED
HCHAIN000077,HORD0077,MERCH001,CUST002,Ishita Patel,7797,INR,2026-08-27,COMPLETED
HCHAIN000078,HORD0078,MERCH001,CUST001,Aarav Sharma,8022,INR,2026-08-14,COMPLETED
HCHAIN000079,HORD0079,MERCH001,CUST002,Ishita Patel,5726,INR,2026-08-03,COMPLETED
HCHAIN000080,HORD0080,MERCH001,CUST001,Aarav Sharma,2578,INR,2026-08-21,COMPLETED
HCHAIN000081,HORD0081,MERCH001,CUST001,Aarav Sharma,4514,INR,2026-08-08,COMPLETED
HCHAIN000082,HORD0082,MERCH001,CUST002,Ishita Patel,588,INR,2026-08-11,COMPLETED
HCHAIN000083,HORD0083,MERCH001,CUST005,Vikram Singh,9978,INR,2026-08-16,COMPLETED
HCHAIN000084,HORD0084,MERCH001,CUST001,Aarav Sharma,7188,INR,2026-08-13,COMPLETED
HCHAIN000085,HORD0085,MERCH001,CUST002,Ishita Patel,9239,INR,2026-08-29,COMPLETED
HCHAIN000086,HORD0086,MERCH001,CUST003,Rohan Verma,9167,INR,2026-08-02,COMPLETED
HCHAIN000087,HORD0087,MERCH001,CUST005,Vikram Singh,7779,INR,2026-08-22,COMPLETED
HCHAIN000088,HORD0088,MERCH001,CUST005,Vikram Singh,8089,INR,2026-08-29,COMPLETED
HCHAIN000089,HORD0089,MERCH001,CUST001,Aarav Sharma,1166,INR,2026-08-28,COMPLETED
HCHAIN000090,HORD0090,MERCH001,CUST002,Ishita Patel,8029,INR,2026-08-07,COMPLETED
HCHAIN000091,HORD0091,MERCH001,CUST003,Rohan Verma,4757,INR,2026-08-09,COMPLETED
HCHAIN000092,HORD0092,MERCH001,CUST002,Ishita Patel,7656,INR,2026-08-14,COMPLETED
HCHAIN000093,HORD0093,MERCH001,CUST003,Rohan Verma,8732,INR,2026-08-01,COMPLETED
HCHAIN000094,HORD0094,MERCH001,CUST002,Ishita Patel,4977,INR,2026-08-14,COMPLETED
HCHAIN000095,HORD0095,MERCH001,CUST001,Aarav Sharma,9987,INR,2026-08-16,COMPLETED
HCHAIN000096,HORD0096,MERCH001,CUST004,Ananya Joshi,872,INR,2026-08-11,COMPLETED
HCHAIN000097,HORD0097,MERCH001,CUST001,Aarav Sharma,4605,INR,2026-08-09,COMPLETED
HCHAIN000098,HORD0098,MERCH001,CUST002,Ishita Patel,6545,INR,2026-08-15,COMPLETED
HCHAIN000099,HORD0099,MERCH001,CUST004,Ananya Joshi,1366,INR,2026-08-11,COMPLETED
HCHAIN000100,HORD0100,MERCH001,CUST004,Ananya Joshi,6610,INR,2026-08-16,COMPLETED
HCHAIN000101,HORD0101,MERCH001,CUST003,Rohan Verma,2766,INR,2026-08-06,COMPLETED
HCHAIN000102,HORD0102,MERCH001,CUST001,Aarav Sharma,4889,INR,2026-08-19,COMPLETED
HCHAIN000103,HORD0103,MERCH001,CUST003,Rohan Verma,7862,INR,2026-08-01,COMPLETED
HCHAIN000104,HORD0104,MERCH001,CUST001,Aarav Sharma,5068,INR,2026-08-19,COMPLETED
HCHAIN000105,HORD0105,MERCH001,CUST001,Aarav Sharma,6687,INR,2026-08-04,COMPLETED
HCHAIN000106,HORD0106,MERCH001,CUST002,Ishita Patel,4947,INR,2026-08-30,COMPLETED
HCHAIN000107,HORD0107,MERCH001,CUST005,Vikram Singh,2593,INR,2026-08-19,COMPLETED
HCHAIN000108,HORD0108,MERCH001,CUST002,Ishita Patel,1989,INR,2026-08-28,COMPLETED
HCHAIN000109,HORD0109,MERCH001,CUST001,Aarav Sharma,3371,INR,2026-08-09,COMPLETED
HCHAIN000110,HORD0110,MERCH001,CUST005,Vikram Singh,5223,INR,2026-08-21,COMPLETED
HCHAIN000111,HORD0111,MERCH001,CUST001,Aarav Sharma,1852,INR,2026-08-17,COMPLETED
HCHAIN000112,HORD0112,MERCH001,CUST004,Ananya Joshi,8365,INR,2026-08-04,COMPLETED
HCHAIN000113,HORD0113,MERCH001,CUST005,Vikram Singh,1111,INR,2026-08-08,COMPLETED
HCHAIN000114,HORD0114,MERCH001,CUST002,Ishita Patel,8172,INR,2026-08-08,COMPLETED
HCHAIN000115,HORD0115,MERCH001,CUST005,Vikram Singh,7975,INR,2026-08-30,COMPLETED
HCHAIN000116,HORD0116,MERCH001,CUST003,Rohan Verma,6976,INR,2026-08-10,COMPLETED
HCHAIN000117,HORD0117,MERCH001,CUST001,Aarav Sharma,9106,INR,2026-08-07,COMPLETED
HCHAIN000118,HORD0118,MERCH001,CUST005,Vikram Singh,2205,INR,2026-08-30,COMPLETED
HCHAIN000119,HORD0119,MERCH001,CUST002,Ishita Patel,8012,INR,2026-08-30,COMPLETED
HCHAIN000120,HORD0120,MERCH001,CUST002,Ishita Patel,3002,INR,2026-08-23,COMPLETED
HCHAIN000121,HORD0121,MERCH001,CUST003,Rohan Verma,4022,INR,2026-08-12,COMPLETED
HCHAIN000122,HORD0122,MERCH001,CUST003,Rohan Verma,577,INR,2026-08-19,COMPLETED
HCHAIN000123,HORD0123,MERCH001,CUST003,Rohan Verma,3577,INR,2026-08-06,COMPLETED
HCHAIN000124,HORD0124,MERCH001,CUST004,Ananya Joshi,8387,INR,2026-08-24,COMPLETED
HCHAIN000125,HORD0125,MERCH001,CUST002,Ishita Patel,5881,INR,2026-08-29,COMPLETED
HCHAIN000126,HORD0126,MERCH001,CUST005,Vikram Singh,5646,INR,2026-08-04,COMPLETED
HCHAIN000127,HORD0127,MERCH001,CUST002,Ishita Patel,9400,INR,2026-08-01,COMPLETED
HCHAIN000128,HORD0128,MERCH001,CUST004,Ananya Joshi,1905,INR,2026-08-15,COMPLETED
HCHAIN000129,HORD0129,MERCH001,CUST001,Aarav Sharma,663,INR,2026-08-20,COMPLETED
HCHAIN000130,HORD0130,MERCH001,CUST003,Rohan Verma,7436,INR,2026-08-12,COMPLETED
HCHAIN000131,HORD0131,MERCH001,CUST005,Vikram Singh,972,INR,2026-08-15,COMPLETED
HCHAIN000132,HORD0132,MERCH001,CUST002,Ishita Patel,6128,INR,2026-08-27,COMPLETED
HCHAIN000133,HORD0133,MERCH001,CUST003,Rohan Verma,4749,INR,2026-08-21,COMPLETED
HCHAIN000134,HORD0134,MERCH001,CUST004,Ananya Joshi,4336,INR,2026-08-15,COMPLETED
HCHAIN000135,HORD0135,MERCH001,CUST001,Aarav Sharma,2609,INR,2026-08-10,COMPLETED
HCHAIN000136,HORD0136,MERCH001,CUST004,Ananya Joshi,8415,INR,2026-08-16,COMPLETED
HCHAIN000137,HORD0137,MERCH001,CUST003,Rohan Verma,7627,INR,2026-08-15,COMPLETED
HCHAIN000138,HORD0138,MERCH001,CUST001,Aarav Sharma,5185,INR,2026-08-23,COMPLETED
HCHAIN000139,HORD0139,MERCH001,CUST001,Aarav Sharma,3237,INR,2026-08-30,COMPLETED
HCHAIN000140,HORD0140,MERCH001,CUST004,Ananya Joshi,7197,INR,2026-08-21,COMPLETED
HCHAIN000141,HORD0141,MERCH001,CUST005,Vikram Singh,4666,INR,2026-08-19,COMPLETED
HCHAIN000142,HORD0142,MERCH001,CUST001,Aarav Sharma,6339,INR,2026-08-20,COMPLETED
HCHAIN000143,HORD0143,MERCH001,CUST001,Aarav Sharma,2732,INR,2026-08-12,COMPLETED
HCHAIN000144,HORD0144,MERCH001,CUST004,Ananya Joshi,4324,INR,2026-08-25,COMPLETED
HCHAIN000145,HORD0145,MERCH001,CUST005,Vikram Singh,7714,INR,2026-08-09,COMPLETED
HCHAIN000146,HORD0146,MERCH001,CUST004,Ananya Joshi,8599,INR,2026-08-04,COMPLETED
HCHAIN000147,HORD0147,MERCH001,CUST005,Vikram Singh,2115,INR,2026-08-22,COMPLETED
HCHAIN000148,HORD0148,MERCH001,CUST003,Rohan Verma,994,INR,2026-08-10,COMPLETED
HCHAIN000149,HORD0149,MERCH001,CUST005,Vikram Singh,7049,INR,2026-08-14,COMPLETED
HCHAIN000150,HORD0150,MERCH001,CUST003,Rohan Verma,5618,INR,2026-08-12,COMPLETED
